Color Display Locator,Color Number,Color Name,CBG Legacy Color Name,Color Name (Canada - English),Color Name (Canada - French),Color Collection,CBG NA Color Family Name,LRV Notation Number,RGB-1 Red Color Value,RGB-2 Green Color Value,RGB-3 Blue Color Value,Hex Value,Color Sample sRGB,CMYK-1 Cyan Color Value,CMYK-2 Magenta Color Value,CMYK-3 Yellow Color Value,CMYK-4 Black Color Value,Freezer name,Channel,Color Description
NV125B,8001-25B,East of the Sun,,East of the Sun,À l'est du soleil,,Greens,83,249,236,159,F9EC9F,,0,5,36,2,FNVL1036_2,Lowe's,
NV125C,8001-25C,Wild Daffodil,,Wild Daffodil,Jonquille sauvage,,Greens,76,245,228,122,F5E47A,,0,7,50,4,FNVL1036_3,Lowe's,
NV125D,8001-25D,Pursuit of Happiness,,Pursuit of Happiness,Quête du bonheur,,Greens,70,241,218,101,F1DA65,,0,10,58,5,FNVL1036_4,Lowe's,
NV125E,8001-25E,Pickled Peppers,,Pickled Peppers,Piments marinés,,Greens,48,215,181,38,D7B526,,0,16,82,16,FNVL1036_5,Lowe's,
NV125F,8001-25F,La Vida,,La Vida,La Vida,,Greens,37,191,163,3,BFA303,,0,15,98,25,FNVL1036_6,Lowe's,
NV125G,8001-25G,Perennial,,Perennial,Éternel,,Greens,30,178,147,8,B29308,,0,17,96,30,FNVL1036_7,Lowe's,
NV126A,8001-26A,Beacon,,Beacon,Signal lumineux,,Greens,80,237,232,193,EDE8C1,,0,2,19,7,FNVL1037_1,Lowe's,
NV126B,8001-26B,Laughing Liam,,Laughing Liam,Richard rieur,,Greens,79,242,231,177,F2E7B1,,0,5,27,5,FNVL1037_2,Lowe's,
NV126C,8001-26C,Tomatillo,,Tomatillo,Tomatille,,Greens,71,236,218,153,ECDA99,,0,8,35,7,FNVL1037_3,Lowe's,
NV126D,8001-26D,Master Gardener,,Master Gardener,Maître jardinier,,Greens,64,226,211,136,E2D388,,0,7,40,11,FNVL1037_4,Lowe's,
NV126E,8001-26E,Sunlit Meadow,,Sunlit Meadow,Vallée ensoleillée,,Greens,54,216,195,96,D8C360,,0,10,56,15,FNVL1037_5,Lowe's,
NV126F,8001-26F,Verde,,Verde,Verde,,Greens,38,188,166,42,BCA62A,,0,12,78,26,FNVL1037_6,Lowe's,
NV126G,8001-26G,Apple Jade,,Apple Jade,Jade pomme,,Greens,30,166,149,17,A69511,,0,10,90,35,FPL16_15,Lowe's,
NV127A,6008-7B,Gleeful,,Gleeful,Joie,,Greens,79,236,232,177,ECE8B1,,0,2,25,7,FVUP6008-7B,Lowe's,
NV127B,6007-9C,Fluorescent Lime,,Fluorescent Lime,Lime fluorescente,,Greens,71,226,223,132,E2DF84,,0,1,42,11,FVUP6007-9C,Lowe's,
NV127C,6007-10A,Celery,,Celery,Céleri,,Greens,67,220,219,118,DCDB76,,0,0,46,14,FVUP6007-10A,Lowe's,
NV127D,8001-27D,Matcha,,Matcha,Matcha,,Greens,64,219,213,100,DBD564,,0,3,54,14,FNVL1039_4,Lowe's,
NV127E,6008-8B,Parsley Sprig,,Parsley Sprig,Branche de persil,,Greens,50,198,193,59,C6C13B,,0,3,70,22,FVUP6008-8B,Lowe's,
NV127F,6008-8C,Asparagus,,Asparagus,Asperge,,Greens,42,177,179,35,B1B323,,1,0,80,30,FVUP6008-8C,Lowe's,
NV127G,8001-27G,Vintage Chartreuse,,Vintage Chartreuse,Millésime de chartreuse,,Greens,33,154,162,42,9AA22A,,5,0,74,36,FNVL1039_7,Lowe's,
NV128A,6006-7A,Whipped Mint,,Whipped Mint,Menthe fouettée,,Greens,83,237,237,205,EDEDCD,,0,0,14,7,FVUP6006-7A,Lowe's,
NV128B,6007-7B,Grasshopper,,Grasshopper,Sauterelle,,Greens,80,235,235,185,EBEBB9,,0,0,21,8,FVUP6007-7B,Lowe's,
NV128C,6007-7C,Fresh Pear,,Fresh Pear,Poire fraîche,,Greens,69,217,223,140,D9DF8C,,3,0,37,13,FVUP6007-7C,Lowe's,
NV128D,6007-8A,Sonic Lime,,Sonic Lime,Lime sonique,,Greens,58,197,209,101,C5D165,,6,0,52,18,FVUP6007-8A,Lowe's,
NV128E,6007-8B,Temptation,,Temptation,Tentation,,Greens,52,182,201,87,B6C957,,9,0,57,21,FVUP6007-8B,Lowe's,
NV128F,6007-8C,Martian,,Martian,Martien,,Greens,47,172,193,55,ACC137,,11,0,72,24,FVUP6007-8C,Lowe's,
NV128G,6009-10,Sassy Green,,Sassy Green,Vert fougueux,,Greens,34,150,165,43,96A52B,,9,0,74,35,FVUP6009-10,Lowe's,
NV129A,6006-9A,Apple Slice,,Apple Slice,Quartier de pomme,,Greens,81,231,235,199,E7EBC7,,2,0,15,8,FVUP6006-9A,Lowe's,
NV129B,6006-9B,Spring Glow,,Spring Glow,Lueur printanière,,Greens,76,221,231,185,DDE7B9,,4,0,20,9,FVUP6006-9B,Lowe's,
NV129C,6006-9C,Spring Lawn,,Spring Lawn,Pelouse printanière,,Greens,70,210,225,160,D2E1A0,,7,0,29,12,FVUP6006-9C,Lowe's,
NV129D,8001-29D,Sunny Lime,6006-10A Afternoon Delight,Sunny Lime,Lime ensoleillée,,Greens,61,191,215,133,BFD785,,11,0,38,16,FVUP6006-10A,Lowe's,
NV129E,6006-10B,Spring Lime,,Spring Lime,Lime printanière,,Greens,49,164,198,94,A4C65E,,17,0,53,22,FVUP6006-10B,Lowe's,
NV129F,6006-10C,Awakening,,Awakening,Éveil,,Greens,40,135,183,67,87B743,,26,0,63,28,FVUP6006-10C,Lowe's,
NV129G,8001-29G,Plus Ultra,,Plus Ultra,Ultra plus,,Greens,27,99,157,1,639D01,,37,0,99,38,FNVL1042_7,Lowe's,
NV130A,6005-9A,Green Mist,,Green Mist,Brume verte,,Greens,82,228,237,213,E4EDD5,,4,0,10,7,FVUP6005-9A,Lowe's,
NV130B,6004-7B,Sprig of Mint,,Sprig of Mint,Branche de menthe,,Greens,77,217,233,195,D9E9C3,,7,0,16,9,FVUP6004-7B,Lowe's,
NV130C,6005-9C,Lush Meadow,,Lush Meadow,Prairie luxuriante,,Greens,61,184,216,146,B8D892,,15,0,32,15,FVUP6005-9C,Lowe's,
NV130D,6005-10A,Greenscape,,Greenscape,Paysage vert,,Greens,55,169,207,126,A9CF7E,,18,0,39,19,FVUP6005-10A,Lowe's,
NV130E,6005-10B,Jaunty Green,,Jaunty Green,Vert jaunâtre,,Greens,44,139,192,99,8BC063,,28,0,48,25,FVUP6005-10B,Lowe's,
NV130F,6005-10C,Greenway,,Greenway,Chemin vert,,Greens,32,105,169,52,69A934,,38,0,69,34,FVUP6005-10C,Lowe's,
NV130G,6011-7,Bright Parrot,,Bright Parrot,Perroquet vert,,Greens,25,88,152,55,589837,,42,0,64,40,FVUP6011-7,Lowe's,
NV131A,8001-31A,Refreshing Green,,Refreshing Green,Vert rafraîchissant,,Greens,77,207,235,206,CFEBCE,,12,0,12,8,FNVL1046_1,Lowe's,
NV131B,6004-9B,Summer Sigh,,Summer Sigh,Soupir d'été,,Greens,71,194,229,195,C2E5C3,,15,0,15,10,FVUP6004-9B,Lowe's,
NV131C,6004-9C,Garden Sprout,,Garden Sprout,Pousse de jardin,,Greens,53,148,207,151,94CF97,,29,0,27,19,FVUP6004-9C,Lowe's,
NV131D,6004-10A,Green Shimmer,,Green Shimmer,Vert miroitant,,Greens,43,121,192,128,79C080,,37,0,33,25,FVUP6004-10A,Lowe's,
NV131E,6004-10B,Green Galore,,Green Galore,Ventrée verte,,Greens,35,100,177,105,64B169,,44,0,41,31,FVUP6004-10B,Lowe's,
NV131F,6004-10C,Spinach,,Spinach,Épinard,,Greens,27,66,160,77,42A04D,,59,0,52,37,FVUP6004-10C,Lowe's,
NV131G,6010-7,Luscious Green,,Luscious Green,Vert succulent,,Greens,16,3,128,56,038038,,98,0,56,50,FVUP6010-7,Lowe's,
NV132A,6003-9A,Delicate Frost,,Delicate Frost,Gel délicat,,Greens,78,206,236,219,CEECDB,,13,0,7,7,FVUP6003-9A,Lowe's,
NV132B,6003-9B,Mino's Eye,,Mino's Eye,Œil de Mino,,Greens,67,173,225,197,ADE1C5,,23,0,12,12,FVUP6003-9B,Lowe's,
NV132C,6003-9C,Green Gala,,Green Gala,Gala vert,,Greens,51,129,206,164,81CEA4,,37,0,20,19,FVUP6003-9C,Lowe's,
NV132D,6003-10A,Spearmint Burst,,Spearmint Burst,Éclat de menthe verte,,Greens,41,96,189,142,60BD8E,,49,0,25,26,FVUP6003-10A,Lowe's,
NV132E,6003-10B,Divot,,Divot,Divot,,Greens,32,70,172,121,46AC79,,59,0,30,33,FVUP6003-10B,Lowe's,
NV132F,6003-10C,Cosmic Green,,Cosmic Green,Vert cosmique,,Greens,25,25,157,103,199D67,,84,0,34,38,FVUP6003-10C,Lowe's,
NV132G,5009-6,Green Suede,,Green Suede,Suède vert,,Greens,11,1,108,81,016C51,,99,0,25,58,FVUP5009-6,Lowe's,
NV133A,6002-9A,Ultra Green,,Ultra Green,Ultravert,,Teals,73,202,229,213,CAE5D5,,12,0,7,10,FVUP6002-9A,Lowe's,
NV133B,6002-9B,Beach Blanket,,Beach Blanket,Couverture de plage,,Teals,71,182,229,205,B6E5CD,,21,0,10,10,FVUP6002-9B,Lowe's,
NV133C,6002-9C,Sea Treasure,,Sea Treasure,Trésor océanique,,Teals,55,128,212,183,80D4B7,,40,0,14,17,FVUP6002-9C,Lowe's,
NV133D,6002-10A,Lavish Green,,Lavish Green,Vert luxueux,,Teals,48,107,201,169,6BC9A9,,47,0,16,21,FVUP6002-10A,Lowe's,
NV133E,6002-10B,New Meadow,,New Meadow,Nouvelle prairie,,Teals,39,65,188,151,41BC97,,65,0,20,26,FVUP6002-10B,Lowe's,
NV133F,6002-10C,Tropical Rainforest,,Tropical Rainforest,Forêt tropicale,,Teals,26,1,159,125,019F7D,,99,0,21,38,FVUP6002-10C,Lowe's,
NV133G,8001-33G,Emerald Enchantment,,Emerald Enchantment,Enchantement émeraude,,Teals,18,1,134,110,01866E,,99,0,18,47,FPL21_14,Lowe's,
NV134A,5008-9A,Sprinkle,,Sprinkle,Soupçon,,Teals,77,195,236,226,C3ECE2,,17,0,4,7,FVUP5008-9A,Lowe's,
NV134B,5008-9B,Aquatic Mist,,Aquatic Mist,Brume aquatique,,Teals,68,168,227,215,A8E3D7,,26,0,5,11,FVUP5008-9B,Lowe's,
NV134C,5008-9C,Fresh Mist,,Fresh Mist,Brume fraîche,,Teals,63,147,222,206,93DECE,,34,0,7,13,FVUP5008-9C,Lowe's,
NV134D,5008-10A,Simply Aqua,,Simply Aqua,Simplement aigue-marine,,Teals,51,96,208,185,60D0B9,,54,0,11,18,FVUP5008-10A,Lowe's,
NV134E,5008-10B,Tantalizing Teal,,Tantalizing Teal,Sarcelle tentante,,Teals,36,1,183,158,01B79E,,99,0,14,28,FVUP5008-10B,Lowe's,
NV134F,5008-10C,Sea Swell,,Sea Swell,Mer houleuse,,Teals,20,1,143,112,018F70,,99,0,22,44,FVUP5008-10C,Lowe's,
NV134G,8001-34G,Shadows of Time,,Shadows of Time,Ombres de temps,,Teals,12,1,117,92,01755C,,99,0,21,54,FNVL1050_7,Lowe's,
NV135A,5008-7A,Mint Whisper,,Mint Whisper,Souffle mentholé,,Teals,76,208,232,224,D0E8E0,,10,0,3,9,FVUP5008-7A,Lowe's,
NV135B,5007-9B,Aqua Glow,,Aqua Glow,Lueur marine,,Teals,63,168,218,207,A8DACF,,23,0,5,15,FVUP5007-9B,Lowe's,
NV135C,5007-9C,Nautical,,Nautical,Nautique,,Teals,49,110,201,194,6EC9C2,,45,0,3,21,FVUP5007-9C,Lowe's,
NV135D,5007-10A,Seafarer,,Seafarer,Navigateur,,Teals,41,83,189,178,53BDB2,,56,0,6,26,FVUP5007-10A,Lowe's,
NV135E,5007-10B,Laguna Green,,Laguna Green,Vert lagune,,Teals,28,1,162,152,01A298,,99,0,6,36,FVUP5007-10B,Lowe's,
NV135F,5007-10C,Tropical Hideaway,,Tropical Hideaway,Refuge tropical,,Teals,20,1,141,130,018D82,,99,0,8,45,FVUP5007-10C,Lowe's,
NV135G,8001-35G,Later Gator,,Later Gator,Alligator,,Teals,16,1,128,119,018077,,99,0,7,50,FPL22_13,Lowe's,
NV136A,5004-9A,Icy Blue,,Icy Blue,Bleu glacial,,Teals,83,215,241,237,D7F1ED,,11,0,2,5,FVUP5004-9A,Lowe's,
NV136B,5006-9B,Frosty,,Frosty,Givre,,Teals,69,176,227,223,B0E3DF,,22,0,2,11,FVUP5006-9B,Lowe's,
NV136C,5006-9C,Sea Wave,,Sea Wave,Vague océanique,,Teals,58,131,214,209,83D6D1,,39,0,2,16,FVUP5006-9C,Lowe's,
NV136D,5006-10A,Bayside,,Bayside,Crique,,Teals,44,75,195,188,4BC3BC,,62,0,4,24,FVUP5006-10A,Lowe's,
NV136E,5006-10B,Turquoise Tint,,Turquoise Tint,Teinte turquoise,,Teals,34,16,176,172,10B0AC,,91,0,2,31,FVUP5006-10B,Lowe's,
NV136F,5006-10C,Blue Turquoise,,Blue Turquoise,Bleu turquoise,,Teals,17,1,131,128,018380,,99,0,2,49,FVUP5006-10C,Lowe's,
NV136G,5011-7,Stained Glass,,Stained Glass,Vitrail,,Teals,11,1,112,103,017067,,99,0,8,56,FVUP5011-7,Lowe's,
NV137A,7005-2,Stillness,,Stillness,Immobilité,,Teals,81,217,237,233,D9EDE9,,8,0,2,7,FVUP7005-2,Lowe's,
NV137B,5004-9B,Out of the Blue,,Out of the Blue,Bleu de surprise,,Teals,69,185,224,229,B9E0E5,,19,2,0,10,FVUP5004-9B,Lowe's,
NV137C,5004-9C,Beach Sparkle,,Beach Sparkle,Plage brillante,,Teals,56,132,210,216,84D2D8,,39,3,0,15,FVUP5004-9C,Lowe's,
NV137D,5004-10A,Rapids,,Rapids,Rapides,,Teals,43,82,191,199,52BFC7,,59,4,0,22,FVUP5004-10A,Lowe's,
NV137E,5004-10B,Exotic Sea,,Exotic Sea,Mer exotique,,Teals,28,1,162,173,01A2AD,,99,6,0,32,FVUP5004-10B,Lowe's,
NV137F,5004-10C,Bay Teal,,Bay Teal,Baie sarcelle,,Teals,15,1,123,134,017B86,,99,8,0,47,FVUP5004-10C,Lowe's,
NV137G,8001-37G,Totally Teal,,Totally Teal,Totalement sarcelle,,Teals,12,1,111,120,016F78,,99,8,0,53,FNVL1054_7,Lowe's,
NV138A,5003-9A,River Mist,,River Mist,Rivière brumeuse,,Blues,76,198,232,239,C6E8EF,,17,3,0,6,FVUP5003-9A,Lowe's,
NV138B,5003-9B,Angelic Blue,,Angelic Blue,Bleu angélique,,Blues,66,172,221,232,ACDDE8,,26,5,0,9,FVUP5003-9B,Lowe's,
NV138C,5003-9C,Infinity Pool,,Infinity Pool,Piscine à débordement,,Blues,58,145,210,228,91D2E4,,36,8,0,11,FVUP5003-9C,Lowe's,
NV138D,5003-10A,Fiesta Blue,,Fiesta Blue,Fiesta bleue,,Blues,46,106,194,214,6AC2D6,,50,9,0,16,FVUP5003-10A,Lowe's,
NV138E,8001-38E,The Crowd Roars!,,The Crowd Roars!,Foule en délire!,,Blues,33,31,169,195,1FA9C3,,84,13,0,24,FPL23_07,Lowe's,
NV138F,8001-38F,Best of Both Worlds,,Best of Both Worlds,Le meilleur des deux mondes,,Blues,17,1,129,154,01819A,,99,16,0,40,FNVL1055_6,Lowe's,
NV138G,8001-38G,Bayou Serenade,,Bayou Serenade,Sérénade du bayou,,Blues,13,1,115,136,017388,,99,15,0,47,FNVL1055_7,Lowe's,
NV139A,5002-9A,Crystalline,,Crystalline,Cristallin,,Blues,75,206,229,235,CEE5EB,,12,3,0,8,FVUP5002-9A,Lowe's,
NV139B,5002-9B,Misty,,Misty,Brumeux,,Blues,64,174,217,231,AED9E7,,25,6,0,9,FVUP5002-9B,Lowe's,
NV139C,5002-9C,Summer Splash,,Summer Splash,Éclaboussure estivale,,Blues,50,120,198,227,78C6E3,,47,13,0,11,FVUP5002-9C,Lowe's,
NV139D,5002-10A,Ocean Sigh,,Ocean Sigh,Soupir d’océan,,Blues,33,42,170,202,2AAACA,,79,16,0,21,FVUP5002-10A,Lowe's,
NV139E,5002-10B,Pool Party,,Pool Party,Fête à la piscine,,Blues,24,1,149,183,0195B7,,99,19,0,28,FVUP5002-10B,Lowe's,
NV139F,5002-10C,Wishing Well,,Wishing Well,Puits aux souhaits,,Blues,17,1,127,164,017FA4,,99,23,0,36,FVUP5002-10C,Lowe's,
NV139G,5009-10,Pacific Pleasure,,Pacific Pleasure,Plaisir pacifique,,Blues,10,1,98,130,016282,,99,25,0,49,FVUP5009-10,Lowe's,
NV140A,8001-40A,"Pinch Me, I'm Dreaming",,"Pinch Me, I'm Dreaming","Pincez-moi, je rêve",,Blues,72,197,226,235,C5E2EB,,16,4,0,8,FNVL1057_1,Lowe's,
NV140B,8001-40B,Laissez-Faire,,Laissez-Faire,Laissez-faire,,Blues,65,178,218,233,B2DAE9,,24,6,0,9,FNVL1057_2,Lowe's,
NV140C,8001-40C,Open Book,,Open Book,Livre ouvert,,Blues,59,158,210,230,9ED2E6,,31,9,0,10,FNVL1057_3,Lowe's,
NV140D,5001-10A,Water Fountain,,Water Fountain,Fontaine d'eau,,Blues,42,111,184,211,6FB8D3,,47,13,0,17,FVUP5001-10A,Lowe's,
NV140E,5001-10B,Rolling Sea,,Rolling Sea,Mer déferlante,,Blues,30,63,159,194,3F9FC2,,68,18,0,24,FVUP5001-10B,Lowe's,
NV140F,5001-10C,Deep Blue Sea,,Deep Blue Sea,Profondeurs,,Blues,18,16,128,167,1080A7,,90,23,0,35,FVUP5001-10C,Lowe's,
NV140G,8001-40G,Oh So Vo,,Oh So Vo,Si vo,,Blues,11,1,104,146,016892,,99,29,0,43,FCLD_38_7,Lowe's,
NV141A,4008-9A,Skywriter,,Skywriter,Écrivain du ciel,,Blues,72,201,225,234,C9E1EA,,14,4,0,8,FVUP4008-9A,Lowe's,
NV141B,8001-41B,Lady in Waiting,,Lady in Waiting,Dame d'honneur,,Blues,67,178,221,237,B2DDED,,25,7,0,7,FNVL1058_2,Lowe's,
NV141C,4008-9B,Sonic Sky,,Sonic Sky,Ciel sonique,,Blues,61,160,213,236,A0D5EC,,32,10,0,7,FVUP4008-9B,Lowe's,
NV141D,4008-9C,Billow,,Billow,Volute,,Blues,48,118,194,227,76C2E3,,48,15,0,11,FVUP4008-9C,Lowe's,
NV141E,4008-10A,Sea Frolic,,Sea Frolic,Jeux aquatiques,,Blues,40,83,181,223,53B5DF,,63,19,0,13,FVUP4008-10A,Lowe's,
NV141F,4008-10B,Blue Burst,,Blue Burst,Éclat bleu,,Blues,24,1,146,204,0192CC,,100,28,0,20,FVUP4008-10B,Lowe's,
NV141G,4008-10C,Cosmic Blue,,Cosmic Blue,Bleu cosmique,,Blues,16,1,120,182,0178B6,,99,34,0,29,FVUP4008-10C,Lowe's,
NV142A,4008-7A,Summer Breeze,,Summer Breeze,Brise d’été,,Blues,71,194,224,237,C2E0ED,,18,5,0,7,FVUP4008-7A,Lowe's,
NV142B,4007-9B,Perfectly Blue,,Perfectly Blue,Parfaitement bleu,,Blues,58,159,208,231,9FD0E7,,31,10,0,9,FVUP4007-9B,Lowe's,
NV142C,8001-42C,Moment of Grace,,Moment of Grace,Moment de grâce,,Blues,48,131,193,226,83C1E2,,42,15,0,11,FNVL1059_3,Lowe's,
NV142D,8001-42D,BFF Blue,,BFF Blue,Bleu amitié,,Blues,42,104,182,224,68B6E0,,54,19,0,12,FNVL1059_4,Lowe's,
NV142E,4007-10A,Skyscape,,Skyscape,Céleste,,Blues,35,88,169,211,58A9D3,,58,20,0,17,FVUP4007-10A,Lowe's,
NV142F,4007-10B,Blue Tango,,Blue Tango,Tango bleu,,Blues,29,51,155,207,339BCF,,75,25,0,19,FVUP4007-10B,Lowe's,
NV142G,4007-10C,Peek-A-Boo Blue,,Peek-a-Boo Blue,Bleu coucou,,Blues,12,1,105,167,0169A7,,99,37,0,35,FVUP4007-10C,Lowe's,
NV143A,4006-9A,Blue Mist,,Blue Mist,Brume bleue,,Blues,74,204,227,240,CCE3F0,,15,5,0,6,FVUP4006-9A,Lowe's,
NV143B,4006-9B,Gentle Wind,,Gentle Wind,Vent doux,,Blues,62,175,212,235,AFD4EB,,26,10,0,8,FVUP4006-9B,Lowe's,
NV143C,4006-9C,Bluish,,Bluish,Bleuâtre,,Blues,54,156,200,233,9CC8E9,,33,14,0,9,FVUP4006-9C,Lowe's,
NV143D,4006-10A,High Seas,,High Seas,Haute mer,,Blues,41,120,177,216,78B1D8,,44,18,0,15,FVUP4006-10A,Lowe's,
NV143E,4006-10B,Someday,,Someday,Un jour,,Blues,26,68,145,200,4491C8,,66,28,0,22,FVUP4006-10B,Lowe's,
NV143F,8001-43F,Pat-a-Pep,,Pat-a-Pep,Tout plein de pep,,Blues,20,55,128,185,3780B9,,70,31,0,27,FNVL1061_6,Lowe's,
NV143G,8001-43G,Biro Blue,,Biro Blue,Bleu Biro,,Blues,12,16,101,159,10659F,,90,36,0,38,FNVL1061_7,Lowe's,
NV144A,4006-7A,Dewdrop,,Dewdrop,Goutte de rosée,,Blues,77,211,230,241,D3E6F1,,12,5,0,5,FVUP4006-7A,Lowe's,
NV144B,4006-7B,Utterly Blue,,Utterly Blue,Tout à fait bleu,,Blues,57,175,202,225,AFCAE1,,22,10,0,12,FVUP4006-7B,Lowe's,
NV144C,8001-44C,Dena's Delight,,Dena's Delight,Régal de Dena,,Blues,52,158,195,226,9EC3E2,,30,14,0,11,FNVL1062_3,Lowe's,
NV144D,8001-44D,Wild Blue Yonder,,Wild Blue Yonder,Bleu sauvage lointain,,Blues,41,136,176,215,88B0D7,,37,18,0,16,FNVL1062_4,Lowe's,
NV144E,8001-44E,Picasso,,Picasso,Picasso,,Blues,22,82,135,185,5287B9,,56,27,0,27,FSW6962,Lowe's,
NV144F,8001-44F,In the Nick,,In the Nick,Juste à temps,,Blues,13,40,103,158,28679E,,75,35,0,38,FNVL1062_6,Lowe's,
NV144G,8001-44G,Strong Will,,Strong Will,Forte volonté,,Blues,8,33,79,134,214F86,,75,41,0,47,FNVL1062_7,Lowe's,
NV145A,8001-45A,Slipstream,,Slipstream,Sillage,,Blues,73,210,223,238,D2DFEE,,12,6,0,7,FNVL1064_1,Lowe's,
NV145B,4005-7B,Serenity,,Serenity,Sérénité,,Blues,67,201,216,234,C9D8EA,,14,8,0,8,FVUP4005-7B,Lowe's,
NV145C,4005-7C,Promise,,Promise,Promesse,,Blues,53,172,195,226,ACC3E2,,24,14,0,11,FVUP4005-7C,Lowe's,
NV145D,4005-8A,Mysterious Blue,,Mysterious Blue,Bleu mystérieux,,Blues,39,142,171,211,8EABD3,,33,19,0,17,FVUP4005-8A,Lowe's,
NV145E,4005-10B,Blue Shock,,Blue Shock,Choc bleu,,Purples,28,110,146,200,6E92C8,,45,27,0,22,FVUP4005-10B,Lowe's,
NV145F,8001-45F,Cobalt Glow,,Cobalt Glow,Éclat cobalt,,Purples,23,89,133,192,5985C0,,54,31,0,25,FNVL1064_6,Lowe's,
NV145G,8001-45G,Miracle at Wrigley,,Miracle at Wrigley,Miracle à Wrigley,,Purples,10,36,91,158,245B9E,,77,42,0,38,FNVL1064_7,Lowe's,
NV146A,8001-46A,On Butterfly Wings,,On Butterfly Wings,Sur les ailes d’un papillon,,Purples,75,221,224,237,DDE0ED,,7,5,0,7,FNVL1067_1,Lowe's,
NV146B,4004-9B,Twilight Mist,,Twilight Mist,Brume crépusculaire,,Purples,62,196,206,231,C4CEE7,,15,11,0,9,FVUP4004-9B,Lowe's,
NV146C,8001-46C,Organza,,Organza,Organza,,Purples,54,181,193,227,B5C1E3,,20,15,0,11,FNVL1067_3,Lowe's,
NV146D,4004-10A,Sassy Violet,,Sassy Violet,Violet fougueux,,Purples,42,161,171,215,A1ABD7,,25,20,0,16,FVUP4004-10A,Lowe's,
NV146E,4004-10B,Simply Purple,,Simply Purple,Simplement violet,,Purples,21,108,124,184,6C7CB8,,41,33,0,28,FVUP4004-10B,Lowe's,
NV146F,4004-10C,Purple Frenzy,,Purple Frenzy,Vivacité violette,,Purples,11,75,87,149,4B5795,,50,42,0,42,FVUP4004-10C,Lowe's,
NV146G,4010-9,Jazzy Blue,,Jazzy Blue,Bleu jazz,,Purples,6,50,63,118,323F76,,58,47,0,54,FVUP4010-9,Lowe's,
NV147A,8001-47A,Dulcinea,,Dulcinea,Dulcinée,,Purples,74,223,222,236,DFDEEC,,6,6,0,7,FNVL1068_1,Lowe's,
NV147B,8001-47B,Eventide,,Eventide,Tombée du jour,,Purples,64,206,207,232,CECFE8,,11,11,0,9,FNVL1068_2,Lowe's,
NV147C,8001-47C,Beloved,,Beloved,Chéri,,Purples,48,179,181,221,B3B5DD,,19,18,0,13,FNVL1068_3,Lowe's,
NV147D,8001-47D,Fields of Heather,,Fields of Heather,Champs de bruyères,,Purples,35,149,156,205,959CCD,,27,24,0,20,FNVL1068_4,Lowe's,
NV147E,8001-47E,Plush,,Plush,Peluche,,Purples,25,126,133,189,7E85BD,,33,30,0,26,FNVL1068_5,Lowe's,
NV147F,8001-47F,Blue Ember,,Blue Ember,Braise bleue,,Purples,10,76,81,146,4C5192,,48,45,0,43,FNVL1068_6,Lowe's,
NV147G,8001-47G,Merlin's Robes,,Merlin's Robes,Robe de Merlin,,Purples,6,61,66,129,3D4281,,53,49,0,49,FNVL1068_7,Lowe's,
NV148A,8001-48A,Heart's Aflutter,,Heart's Aflutter,Cœur battant la chamade,,Purples,76,228,223,237,E4DFED,,4,6,0,7,FNVL1070_1,Lowe's,
NV148B,8001-48B,Will o' the Wisp,,Will o' the Wisp,Feu follet,,Purples,65,214,208,232,D6D0E8,,8,10,0,9,FNVL1070_2,Lowe's,
NV148C,8001-48C,Purple Hibiscus,,Purple Hibiscus,Hibiscus violet,,Purples,54,198,190,224,C6BEE0,,12,15,0,12,FNVL1070_3,Lowe's,
NV148D,8001-48D,Purpleheart,,Purpleheart,Peltogyne,,Purples,34,161,153,199,A199C7,,19,23,0,22,FNVL1070_4,Lowe's,
NV148E,8001-48E,Bravo!,,Bravo!,Bravo!,,Purples,22,134,121,181,8679B5,,26,33,0,29,FNVL1070_5,Lowe's,
NV148F,4003-10C,Rollick,,Rollick,Batifolage,,Purples,10,102,79,139,664F8B,,27,43,0,45,FVUP4003-10C,Lowe's,
NV148G,4010-10,Sumptuous Purple,,Sumptuous Purple,Violet somptueux,,Purples,4,67,50,103,433267,,35,51,0,60,FVUP4010-10,Lowe's,
NV201A,8002-1A,Spun Moonbeams,,Spun Moonbeams,Tissu lunaire,,Purples,76,231,224,233,E7E0E9,,1,4,0,9,FCLD_47_1,Lowe's,
NV201B,8002-1B,Hampstead Heath,,Hampstead Heath,Lande d'Hampstead,,Purples,62,216,202,223,D8CADF,,3,9,0,13,FWM92011A,Lowe's,
NV201C,1001-4B,Playful Petal,,Playful Petal,Pétale joueur,,Purples,58,209,195,219,D1C3DB,,5,11,0,14,FVUP1001-4B,Lowe's,
NV201D,1001-4A,Fancy Pansy,,Fancy Pansy,Pensée fantaisiste,,Purples,43,185,169,200,B9A9C8,,8,16,0,22,FVUP1001-4A,Lowe's,
NV201E,1001-3C,Gleeful Joy,,Gleeful Joy,Joie allègre,,Purples,29,161,140,176,A18CB0,,9,20,0,31,FVUP1001-3C,Lowe's,
NV201F,1001-3B,Purple Phantom,,Purple Phantom,Fantôme violet,,Purples,20,136,116,158,88749E,,14,27,0,38,FVUP1001-3B,Lowe's,
NV201G,1001-3A,Velvet Beret,,Velvet Beret,Béret en velours,,Purples,8,90,70,107,5A466B,,16,35,0,58,FVUP1001-3A,Lowe's,
